,id,name,type,variable,year,PopDensity,Area_1,Area_2
865203,0500000US06025,"Imperial County, California",county,density,2018,43.148999999999994,Imperial County,California
865206,0500000US06051,"Mono County, California",county,density,2018,4.649,Mono County,California
865209,0500000US06001,"Alameda County, California",county,density,2018,2224.17,Alameda County,California
865212,0500000US06067,"Sacramento County, California",county,density,2018,1565.369,Sacramento County,California
865215,0500000US06055,"Napa County, California",county,density,2018,187.78400000000002,Napa County,California
865218,0500000US06053,"Monterey County, California",county,density,2018,132.053,Monterey County,California
865221,0500000US06091,"Sierra County, California",county,density,2018,3.074,Sierra County,California
865224,0500000US06073,"San Diego County, California",county,density,2018,785.1489999999999,San Diego County,California
865227,0500000US06113,"Yolo County, California",county,density,2018,211.865,Yolo County,California
865230,0500000US06023,"Humboldt County, California",county,density,2018,38.052,Humboldt County,California
865233,0500000US06003,"Alpine County, California",county,density,2018,1.5519999999999998,Alpine County,California
865236,0500000US06045,"Mendocino County, California",county,density,2018,24.933000000000003,Mendocino County,California
865239,0500000US06087,"Santa Cruz County, California",county,density,2018,614.967,Santa Cruz County,California
865242,0500000US06037,"Los Angeles County, California",county,density,2018,2488.502,Los Angeles County,California
865245,0500000US06065,"Riverside County, California",county,density,2018,330.714,Riverside County,California
865248,0500000US06085,"Santa Clara County, California",county,density,2018,1489.9620000000002,Santa Clara County,California
865251,0500000US06041,"Marin County, California",county,density,2018,500.273,Marin County,California
865254,0500000US06093,"Siskiyou County, California",county,density,2018,6.935,Siskiyou County,California
865257,0500000US06089,"Shasta County, California",county,density,2018,47.435,Shasta County,California
865260,0500000US06015,"Del Norte County, California",county,density,2018,27.25,Del Norte County,California
865263,0500000US06079,"San Luis Obispo County, California",county,density,2018,85.32600000000001,San Luis Obispo County,California
865266,0500000US06021,"Glenn County, California",county,density,2018,21.230999999999998,Glenn County,California
865269,0500000US06007,"Butte County, California",county,density,2018,138.76,Butte County,California
865272,0500000US06063,"Plumas County, California",county,density,2018,7.324,Plumas County,California
865275,0500000US06029,"Kern County, California",county,density,2018,108.59100000000001,Kern County,California
865278,0500000US06059,"Orange County, California",county,density,2018,4002.417,Orange County,California
865281,0500000US06009,"Calaveras County, California",county,density,2018,44.348,Calaveras County,California
865284,0500000US06101,"Sutter County, California",county,density,2018,159.14700000000002,Sutter County,California
865287,0500000US06081,"San Mateo County, California",county,density,2018,1708.12,San Mateo County,California
865290,0500000US06109,"Tuolumne County, California",county,density,2018,24.284000000000002,Tuolumne County,California
865293,0500000US06077,"San Joaquin County, California",county,density,2018,526.271,San Joaquin County,California
865296,0500000US06005,"Amador County, California",county,density,2018,63.623000000000005,Amador County,California
865299,0500000US08095,"Phillips County, Colorado",county,density,2018,6.277,Phillips County,Colorado
865302,0500000US08007,"Archuleta County, Colorado",county,density,2018,9.56,Archuleta County,Colorado
865305,0500000US08031,"Denver County, Colorado",county,density,2018,4532.1320000000005,Denver County,Colorado
865308,0500000US08061,"Kiowa County, Colorado",county,density,2018,0.82,Kiowa County,Colorado
865311,0500000US08055,"Huerfano County, Colorado",county,density,2018,4.138,Huerfano County,Colorado
865314,0500000US08009,"Baca County, Colorado",county,density,2018,1.395,Baca County,Colorado
865317,0500000US08015,"Chaffee County, Colorado",county,density,2018,18.910999999999998,Chaffee County,Colorado
865320,0500000US08047,"Gilpin County, Colorado",county,density,2018,39.521,Gilpin County,Colorado
865323,0500000US08063,"Kit Carson County, Colorado",county,density,2018,3.533,Kit Carson County,Colorado
865326,0500000US08045,"Garfield County, Colorado",county,density,2018,19.86,Garfield County,Colorado
865329,0500000US08051,"Gunnison County, Colorado",county,density,2018,5.105,Gunnison County,Colorado
865332,0500000US08059,"Jefferson County, Colorado",county,density,2018,746.429,Jefferson County,Colorado
865335,0500000US08079,"Mineral County, Colorado",county,density,2018,0.94,Mineral County,Colorado
865338,0500000US08091,"Ouray County, Colorado",county,density,2018,8.719,Ouray County,Colorado
865341,0500000US08103,"Rio Blanco County, Colorado",county,density,2018,2.0069999999999997,Rio Blanco County,Colorado
865344,0500000US08115,"Sedgwick County, Colorado",county,density,2018,4.288,Sedgwick County,Colorado
865347,0500000US08021,"Conejos County, Colorado",county,density,2018,6.324,Conejos County,Colorado
865350,0500000US08023,"Costilla County, Colorado",county,density,2018,3.005,Costilla County,Colorado
865353,0500000US08001,"Adams County, Colorado",county,density,2018,425.73900000000003,Adams County,Colorado
865356,0500000US08037,"Eagle County, Colorado",county,density,2018,32.268,Eagle County,Colorado
865359,0500000US08065,"Lake County, Colorado",county,density,2018,20.124000000000002,Lake County,Colorado
865362,0500000US08081,"Moffat County, Colorado",county,density,2018,2.753,Moffat County,Colorado
865365,0500000US08097,"Pitkin County, Colorado",county,density,2018,18.45,Pitkin County,Colorado
865368,0500000US08017,"Cheyenne County, Colorado",county,density,2018,1.147,Cheyenne County,Colorado
865371,0500000US08025,"Crowley County, Colorado",county,density,2018,7.15,Crowley County,Colorado
865374,0500000US08033,"Dolores County, Colorado",county,density,2018,1.725,Dolores County,Colorado
865377,0500000US08057,"Jackson County, Colorado",county,density,2018,0.8029999999999999,Jackson County,Colorado
865380,0500000US08069,"Larimer County, Colorado",county,density,2018,130.262,Larimer County,Colorado
865383,0500000US08083,"Montezuma County, Colorado",county,density,2018,12.765999999999998,Montezuma County,Colorado
865386,0500000US08113,"San Miguel County, Colorado",county,density,2018,6.193,San Miguel County,Colorado
865389,0500000US08013,"Boulder County, Colorado",county,density,2018,442.014,Boulder County,Colorado
865392,0500000US08071,"Las Animas County, Colorado",county,density,2018,2.971,Las Animas County,Colorado
865395,0500000US08125,"Yuma County, Colorado",county,density,2018,4.2589999999999995,Yuma County,Colorado
865398,0500000US08107,"Routt County, Colorado",county,density,2018,10.530999999999999,Routt County,Colorado
865401,0500000US08117,"Summit County, Colorado",county,density,2018,50.018,Summit County,Colorado
865404,0500000US08019,"Clear Creek County, Colorado",county,density,2018,23.730999999999998,Clear Creek County,Colorado
865407,0500000US08029,"Delta County, Colorado",county,density,2018,26.572,Delta County,Colorado
865410,0500000US08101,"Pueblo County, Colorado",county,density,2018,69.018,Pueblo County,Colorado
865413,0500000US08087,"Morgan County, Colorado",county,density,2018,22.068,Morgan County,Colorado
865416,0500000US08093,"Park County, Colorado",county,density,2018,7.928,Park County,Colorado
865419,0500000US08077,"Mesa County, Colorado",county,density,2018,45.058,Mesa County,Colorado
865422,0500000US08099,"Prowers County, Colorado",county,density,2018,7.356,Prowers County,Colorado
865425,0500000US08041,"El Paso County, Colorado",county,density,2018,323.562,El Paso County,Colorado
865428,0500000US08121,"Washington County, Colorado",county,density,2018,1.922,Washington County,Colorado
865431,0500000US08005,"Arapahoe County, Colorado",county,density,2018,797.7330000000001,Arapahoe County,Colorado
865434,0500000US08014,"Broomfield County, Colorado",county,density,2018,2001.5770000000002,Broomfield County,Colorado
865437,0500000US09009,"New Haven County, Connecticut",county,density,2018,1421.556,New Haven County,Connecticut
865440,0500000US09013,"Tolland County, Connecticut",county,density,2018,368.75699999999995,Tolland County,Connecticut
865443,0500000US09003,"Hartford County, Connecticut",county,density,2018,1217.1589999999999,Hartford County,Connecticut
865446,0500000US09015,"Windham County, Connecticut",county,density,2018,227.21,Windham County,Connecticut
865449,0500000US09007,"Middlesex County, Connecticut",county,density,2018,442.37,Middlesex County,Connecticut
865452,0500000US10003,"New Castle County, Delaware",county,density,2018,1302.256,New Castle County,Delaware
865455,0500000US10005,"Sussex County, Delaware",county,density,2018,234.532,Sussex County,Delaware
865458,0500000US11001,"District of Columbia, District of Columbia",county,density,2018,11212.378,District of Columbia,District of Columbia
865461,0500000US12091,"Okaloosa County, Florida",county,density,2018,215.78900000000002,Okaloosa County,Florida
865464,0500000US12123,"Taylor County, Florida",county,density,2018,21.180999999999997,Taylor County,Florida
865467,0500000US12133,"Washington County, Florida",county,density,2018,42.151,Washington County,Florida
865470,0500000US12031,"Duval County, Florida",county,density,2018,1212.593,Duval County,Florida
865473,0500000US12007,"Bradford County, Florida",county,density,2018,91.777,Bradford County,Florida
865476,0500000US12009,"Brevard County, Florida",county,density,2018,567.9119999999999,Brevard County,Florida
865479,0500000US12019,"Clay County, Florida",county,density,2018,342.99199999999996,Clay County,Florida
865482,0500000US12067,"Lafayette County, Florida",county,density,2018,16.090999999999998,Lafayette County,Florida
865485,0500000US12069,"Lake County, Florida",county,density,2018,357.384,Lake County,Florida
865488,0500000US12089,"Nassau County, Florida",county,density,2018,124.226,Nassau County,Florida
865491,0500000US12103,"Pinellas County, Florida",county,density,2018,3498.462,Pinellas County,Florida
865494,0500000US12105,"Polk County, Florida",county,density,2018,371.931,Polk County,Florida
865497,0500000US12111,"St. Lucie County, Florida",county,density,2018,534.319,St. Lucie County,Florida
865500,0500000US12043,"Glades County, Florida",county,density,2018,16.579,Glades County,Florida
865503,0500000US12051,"Hendry County, Florida",county,density,2018,34.81,Hendry County,Florida
865506,0500000US12061,"Indian River County, Florida",county,density,2018,300.244,Indian River County,Florida
865509,0500000US12063,"Jackson County, Florida",county,density,2018,52.816,Jackson County,Florida
865512,0500000US12099,"Palm Beach County, Florida",county,density,2018,734.2389999999999,Palm Beach County,Florida
865515,0500000US12109,"St. Johns County, Florida",county,density,2018,392.077,St. Johns County,Florida
865518,0500000US12117,"Seminole County, Florida",county,density,2018,1471.7160000000001,Seminole County,Florida
865521,0500000US12086,"Miami-Dade County, Florida",county,density,2018,1430.9389999999999,Miami-Dade County,Florida
865524,0500000US12005,"Bay County, Florida",county,density,2018,240.59599999999998,Bay County,Florida
865527,0500000US12035,"Flagler County, Florida",county,density,2018,220.695,Flagler County,Florida
865530,0500000US12037,"Franklin County, Florida",county,density,2018,21.948,Franklin County,Florida
865533,0500000US12047,"Hamilton County, Florida",county,density,2018,27.772,Hamilton County,Florida
865536,0500000US12077,"Liberty County, Florida",county,density,2018,10.011000000000001,Liberty County,Florida
865539,0500000US12119,"Sumter County, Florida",county,density,2018,221.232,Sumter County,Florida
865542,0500000US12039,"Gadsden County, Florida",county,density,2018,89.12299999999999,Gadsden County,Florida
865545,0500000US12059,"Holmes County, Florida",county,density,2018,40.583,Holmes County,Florida
865548,0500000US12071,"Lee County, Florida",county,density,2018,916.0830000000001,Lee County,Florida
865551,0500000US12083,"Marion County, Florida",county,density,2018,219.855,Marion County,Florida
865554,0500000US12021,"Collier County, Florida",county,density,2018,182.114,Collier County,Florida
865557,0500000US12095,"Orange County, Florida",county,density,2018,1462.422,Orange County,Florida
865560,0500000US12101,"Pasco County, Florida",county,density,2018,683.6289999999999,Pasco County,Florida
865563,0500000US12055,"Highlands County, Florida",county,density,2018,100.432,Highlands County,Florida
865566,0500000US12121,"Suwannee County, Florida",county,density,2018,63.792,Suwannee County,Florida
865569,0500000US12027,"DeSoto County, Florida",county,density,2018,57.136,DeSoto County,Florida
865572,0500000US12013,"Calhoun County, Florida",county,density,2018,25.459,Calhoun County,Florida
865575,0500000US12023,"Columbia County, Florida",county,density,2018,86.64399999999999,Columbia County,Florida
865578,0500000US12029,"Dixie County, Florida",county,density,2018,23.313000000000002,Dixie County,Florida
865581,0500000US12107,"Putnam County, Florida",county,density,2018,100.005,Putnam County,Florida
865584,0500000US12125,"Union County, Florida",county,density,2018,62.568999999999996,Union County,Florida
865587,0500000US12081,"Manatee County, Florida",county,density,2018,503.214,Manatee County,Florida
865590,0500000US12075,"Levy County, Florida",county,density,2018,35.736999999999995,Levy County,Florida
865593,0500000US12003,"Baker County, Florida",county,density,2018,47.477,Baker County,Florida
865596,0500000US12127,"Volusia County, Florida",county,density,2018,479.218,Volusia County,Florida
865599,0500000US12073,"Leon County, Florida",county,density,2018,432.033,Leon County,Florida
865602,0500000US12079,"Madison County, Florida",county,density,2018,26.545,Madison County,Florida
865605,0500000US12033,"Escambia County, Florida",county,density,2018,474.54699999999997,Escambia County,Florida
865608,0500000US12053,"Hernando County, Florida",county,density,2018,386.62699999999995,Hernando County,Florida
